run_name,model,dataset,version,seed,mode,protocol_variant,metric,estimate,ci_low,ci_high,n_customers,n_resamples
extension3_lstm_full_dunnhumby_v8_seed2024_sample,extension3_lstm_full,dunnhumby,v8,2024.0,sample,strict,freq_rmse,3.3593713335594537,3.0466738861405767,3.654889687620144,2498,1000
extension3_lstm_full_dunnhumby_v8_seed2024_sample,extension3_lstm_full,dunnhumby,v8,2024.0,sample,strict,spend_mae_raw,65.8761622589335,62.60304420543633,69.11656274581858,2498,1000
extension3_lstm_full_dunnhumby_v8_seed42_sample,extension3_lstm_full,dunnhumby,v8,42.0,sample,strict,bias_pct,-2.9915648002950648,-5.5858972713083865,-0.3863490149038333,2498,1000
extension3_lstm_full_dunnhumby_v8_seed42_sample,extension3_lstm_full,dunnhumby,v8,42.0,sample,strict,clv_decile_lift,3.390441090423004,3.1949502440709243,3.5627924213467965,2498,1000
extension3_lstm_full_dunnhumby_v8_seed42_sample,extension3_lstm_full,dunnhumby,v8,42.0,sample,strict,clv_mae,65.21135199661728,62.11823400123965,68.23524017287336,2498,1000
extension3_lstm_full_dunnhumby_v8_seed42_sample,extension3_lstm_full,dunnhumby,v8,42.0,sample,strict,clv_spearman,0.7949987463901786,0.7768642496692292,0.8114475353921721,2498,1000
extension3_lstm_full_dunnhumby_v8_seed42_sample,extension3_lstm_full,dunnhumby,v8,42.0,sample,strict,freq_mae,1.9612493030667257,1.8628597521022545,2.0578173905867545,2498,1000
extension3_lstm_full_dunnhumby_v8_seed42_sample,extension3_lstm_full,dunnhumby,v8,42.0,sample,strict,freq_rmse,3.148804448835501,2.8688685544788175,3.473241747767138,2498,1000
extension3_lstm_full_dunnhumby_v8_seed42_sample,extension3_lstm_full,dunnhumby,v8,42.0,sample,strict,spend_mae_raw,65.38717140666574,62.278861861095564,68.42412433119728,2498,1000
extension3_lstm_full_dunnhumby_v8_seed7_sample,extension3_lstm_full,dunnhumby,v8,7.0,sample,strict,bias_pct,-4.080348584871247,-6.822452641125171,-1.3262573975131071,2498,1000
extension3_lstm_full_dunnhumby_v8_seed7_sample,extension3_lstm_full,dunnhumby,v8,7.0,sample,strict,clv_decile_lift,3.4264046910762676,3.219541385730966,3.5840106190792027,2498,1000
extension3_lstm_full_dunnhumby_v8_seed7_sample,extension3_lstm_full,dunnhumby,v8,7.0,sample,strict,clv_mae,66.68353147729574,63.46149181974492,70.10048041305392,2498,1000
extension3_lstm_full_dunnhumby_v8_seed7_sample,extension3_lstm_full,dunnhumby,v8,7.0,sample,strict,clv_spearman,0.7946498487225796,0.7771201068182064,0.8111066941786447,2498,1000
extension3_lstm_full_dunnhumby_v8_seed7_sample,extension3_lstm_full,dunnhumby,v8,7.0,sample,strict,freq_mae,1.9841018823296834,1.885167006663926,2.0830986144527825,2498,1000
extension3_lstm_full_dunnhumby_v8_seed7_sample,extension3_lstm_full,dunnhumby,v8,7.0,sample,strict,freq_rmse,3.2235855260783426,2.9475068320730378,3.529547490496193,2498,1000
extension3_lstm_full_dunnhumby_v8_seed7_sample,extension3_lstm_full,dunnhumby,v8,7.0,sample,strict,spend_mae_raw,66.8619576407443,63.629281602044095,70.29009148117252,2498,1000
extension3_lstm_none_dunnhumby_v8_seed2024_sample,extension3_lstm_none,dunnhumby,v8,2024.0,sample,strict,bias_pct,-9.518354061571756,-12.263458307515695,-6.851071313729363,2498,1000
extension3_lstm_none_dunnhumby_v8_seed2024_sample,extension3_lstm_none,dunnhumby,v8,2024.0,sample,strict,clv_decile_lift,3.3631563861821845,3.1770676142056073,3.5543078316703918,2498,1000
extension3_lstm_none_dunnhumby_v8_seed2024_sample,extension3_lstm_none,dunnhumby,v8,2024.0,sample,strict,clv_mae,67.13414031236147,63.99242538838827,70.5162981356987,2498,1000
extension3_lstm_none_dunnhumby_v8_seed2024_sample,extension3_lstm_none,dunnhumby,v8,2024.0,sample,strict,clv_spearman,0.7937206017703716,0.7756833533318165,0.8111141680843098,2498,1000
extension3_lstm_none_dunnhumby_v8_seed2024_sample,extension3_lstm_none,dunnhumby,v8,2024.0,sample,strict,freq_mae,2.028833985283935,1.9207419512117858,2.136052261275486,2498,1000
extension3_lstm_none_dunnhumby_v8_seed2024_sample,extension3_lstm_none,dunnhumby,v8,2024.0,sample,strict,freq_rmse,3.434952271057545,3.0861647667286722,3.7856667885716178,2498,1000
extension3_lstm_none_dunnhumby_v8_seed2024_sample,extension3_lstm_none,dunnhumby,v8,2024.0,sample,strict,spend_mae_raw,67.31514407454537,64.1647411863866,70.70217330881758,2498,1000
extension3_lstm_none_dunnhumby_v8_seed42_sample,extension3_lstm_none,dunnhumby,v8,42.0,sample,strict,bias_pct,-2.1566944418354534,-4.614426082835807,0.4771622585409305,2498,1000
extension3_lstm_none_dunnhumby_v8_seed42_sample,extension3_lstm_none,dunnhumby,v8,42.0,sample,strict,clv_decile_lift,3.383839053042177,3.1883292247123203,3.5719638763096015,2498,1000
extension3_lstm_none_dunnhumby_v8_seed42_sample,extension3_lstm_none,dunnhumby,v8,42.0,sample,strict,clv_mae,65.94296999670583,62.82285118891393,69.08816922290073,2498,1000
extension3_lstm_none_dunnhumby_v8_seed42_sample,extension3_lstm_none,dunnhumby,v8,42.0,sample,strict,clv_spearman,0.7922816883035438,0.7744173065157877,0.8091043578770869,2498,1000
extension3_lstm_none_dunnhumby_v8_seed42_sample,extension3_lstm_none,dunnhumby,v8,42.0,sample,strict,freq_mae,1.9724291673092673,1.8722547719321825,2.0678263931840157,2498,1000
extension3_lstm_none_dunnhumby_v8_seed42_sample,extension3_lstm_none,dunnhumby,v8,42.0,sample,strict,freq_rmse,3.161789396428211,2.8795663913762697,3.4791236736194335,2498,1000
extension3_lstm_none_dunnhumby_v8_seed42_sample,extension3_lstm_none,dunnhumby,v8,42.0,sample,strict,spend_mae_raw,66.1224564274518,62.998796720243845,69.27882967057397,2498,1000
extension3_lstm_none_dunnhumby_v8_seed7_sample,extension3_lstm_none,dunnhumby,v8,7.0,sample,strict,bias_pct,-1.5302691470914473,-4.183332145387696,1.1443226473172388,2498,1000
extension3_lstm_none_dunnhumby_v8_seed7_sample,extension3_lstm_none,dunnhumby,v8,7.0,sample,strict,clv_decile_lift,3.398384099865575,3.223588860578514,3.5908212139323616,2498,1000
extension3_lstm_none_dunnhumby_v8_seed7_sample,extension3_lstm_none,dunnhumby,v8,7.0,sample,strict,clv_mae,67.15761993728799,64.06304628277977,70.54735017409317,2498,1000
extension3_lstm_none_dunnhumby_v8_seed7_sample,extension3_lstm_none,dunnhumby,v8,7.0,sample,strict,clv_spearman,0.787811471817158,0.76956946353307,0.8046818616758401,2498,1000
extension3_lstm_none_dunnhumby_v8_seed7_sample,extension3_lstm_none,dunnhumby,v8,7.0,sample,strict,freq_mae,1.9935138016473875,1.8944930987775226,2.0925553394077023,2498,1000
extension3_lstm_none_dunnhumby_v8_seed7_sample,extension3_lstm_none,dunnhumby,v8,7.0,sample,strict,freq_rmse,3.2189964435545466,2.941540709724522,3.5137731546048694,2498,1000
extension3_lstm_none_dunnhumby_v8_seed7_sample,extension3_lstm_none,dunnhumby,v8,7.0,sample,strict,spend_mae_raw,67.33868030560694,64.23718302305267,70.74046120302762,2498,1000
